id,name,ccn3,latitude,longitude
98,SKIPTON (WALTONWRAYS) CEMETERY,826,53.95093745850996,-2.027538741823378
99,HORBURY CEMETERY,826,53.66373443504727,-1.556342733456461
100,SUEZ WAR MEMORIAL CEMETERY,818,30.0565316033293,32.4080057207551
101,PIETERMARITZBURGH (FORT NAPIER) CEMETERY,710,-29.62021841583715,30.3597441706641
102,OLONNE-SUR-MER COMMUNAL CEMETERY,250,46.53690997920812,-1.776849426399878
103,ENFIDAVILLE WAR CEMETERY,788,36.13375786843296,10.37384110203391
104,HARDHAM (ST BOTTOLPH) CHURCHYARD,826,50.94849288457371,-0.5227319233472514
105,WILMSLOW CEMETERY,826,53.33729803401415,-2.222063902824771
106,RONSE (RENAIX) COMMUNAL CEMETERY,56,50.74868020657247,3.598168854645393
107,LEICESTER (WELFORD ROAD) CEMETERY,826,52.62240277710124,-1.12789143998819
108,RHEINBERG WAR CEMETERY,276,51.52989455298327,6.563344434324463
109,HALTEMPRICE (HESSLE) HULL CEMETERY,826,53.72710039439927,-0.4381328405417123
110,UNKNOWN,826,,
111,WHISTON (ST MARY MAGDALANE) CHURCHYARD,826,53.40540784590301,-1.322024901191867
113,AMBLE EAST CEMETERY,826,55.33326,-1.56974
114,EDMONTON CEMETERY,826,51.62879774071089,-0.08299749081753306
115,"SOUTH LONDON CREMATORIUM, MITCHAM",826,51.40842131540203,-0.1434259808367322
116,NEWBURN (LEMINGTON) CEMETERY,826,54.9839334801419,-1.713114891359723
118,SFAX WAR CEMETERY,788,34.7204510658646,10.73358544764827
119,SHEFFIELD (CITY ROAD) CEMETERY,826,53.3700640599761,-1.438249171577851
120,LEEDS (HAREHILLS) CEMETERY,826,53.80645430607025,-1.497686646993458
121,NETHER STOWEY CEMETERY,826,51.14988618011993,-3.153066191224085
122,LONG DITTON (ST MARY) CHURCHYARD,826,51.38065929283636,-0.3166928231713939
123,BIRMINGHAM (HANDSWORTH) CEMETERY,826,52.51239,-1.96176
124,DOUAI COMMUNAL CEMETERY,250,50.36591446359444,3.094950435268132
126,HERMANVILLE WAR CEMETERY,250,49.2880888777429,-0.311573426618835
127,LUGWARDINE (ST PETER) CHURCHYARD,826,52.06584595251309,-2.656605198321856
128,NOTTINGHAM NORTHERN CEMETERY,826,52.99936841634828,-1.21112784063493
129,DUNDEE (BALGAY) CEMETERY,826,56.46248575804454,-3.020708645777816
130,DENTON CEMETERY,826,53.4403566726733,-2.111728988323649
131,JERUSALEM WAR CEMETERY CHOUAIN,250,49.21005147966442,-0.652003520424458
132,FAKENHAM CEMETERY,826,52.83215971408589,0.8486201086321032
133,TEL EL KEBIR WAR MEMORIAL CEMETERY,818,30.56146,31.78723
134,KELSO CEMETERY,826,55.59965,-2.428060999999987
135,MINTURNO WAR CEMETERY,380,41.2410741681967,13.76591039984362
136,HALFAYA SOLLUM WAR CEMETERY,818,31.54946743101552,25.15994457962744
137,KINGSWAY NEW CEMETERY KIRBY IN ASHFIELD,826,53.09186047849494,-1.241390114140019
138,SUNNINGHILL (ST MICHAEL) CHURCH YARD EXTENSION,826,51.40875125531951,-0.6490712579878555
139,PETERBOROUGH (EASTFIELD ROAD) CEMETERY,826,52.59213503740591,-0.219227122172615
140,STRATHMIGLO PARISH CHURCH YARD,826,56.27696879023099,-3.26467145396488
141,VAUDRINGHEM CHURCH YARD,250,50.66177500000004,2.031023999999934
142,GEEL WAR CEMETERY,56,51.16418035374149,5.01827374077784
143,CORIANO RIDGE WAR CEMETERY,380,43.98511352138096,12.6036613570253
144,GRIMSBY (SCARTHO ROAD) CEMETERY,826,53.54602771736821,-0.08830470838843496
145,MAARHEEZE (STERKSEL MONASTRY) CEMETERY,528,51.35384924077464,5.617841998538365
146,DOVER (ST JAMES'S) CEMETERY,826,51.13702016256022,1.311965773373075
147,YORK CEMETERY,826,53.94910229134867,-1.069374324281355
148,YOKOHAMA WAR CEMETERY,392,35.43396,139.58133
149,HENBURY (ST THOMAS) CHURCHYARD,826,53.25937287647569,-2.178726586016722
150,HORLEY (ST BARTHOLOMEW) NEW CHURCHYARD,826,51.17126236066137,-0.1748332204098375
151,ADEGEM CANADIAN WAR CEMETERY,56,51.20276,3.50536
152,ASHFORD (WILLESBOROUGH) CEMETERY,826,51.13892,0.89953
153,UPHOLLAND (ST THOMAS) CHURCHYARD,826,53.54017204552277,-2.719849607376489
154,RUGBY (WHINFIELD) CEMETERY,826,52.37147273584465,-1.23515983297753
155,DIGBOI MILITARY CEMETERY,356,27.40345228249798,95.65773961765045
156,PERTH (WELLSHILL) CEMETERY,826,56.39851562561705,-3.455700958836474
157,WIGAN CEMETERY,826,53.53054223810898,-2.620502293236632
158,KIEL WAR CEMETERY,276,54.34579370182037,10.12726990555608
159,WOODGRANGE PARK CEMETERY EAST HAM,826,51.55286932062878,0.03923988814806023
160,TAUNTON (ST MARY'S) CEMETERY,826,51.01581683337453,-3.100619852026255
161,BURTON UPON TRENT CEMETERY,826,52.80209124115636,-1.617775305555696
162,DERBY (NORMANTON) CEMETERY,826,52.89822115295173,-1.49443010705292
163,VENRAY WAR CEMETERY,528,51.52927416735862,5.955365890201307
164,CASSINO MEMORIAL,380,41.47728958202585,13.82626915711806
165,PUDSEY CEMETERY,826,53.79673803673693,-1.667609586444263
166,MUNSTER HEATH WAR CEMETERY,276,52.0048,7.75862
167,LOCHGELLY CEMETERY,826,56.13603266112006,-3.293841117287188
168,YSTALY FERE (ST DAVID) CHURCH BURIAL GROUND,826,51.75447884263564,-3.797869147481081
170,PEMBROKE MILITARY CEMETERY,470,35.92942835831055,14.47050194587971
172,DELHI WAR CEMETERY,356,28.61618845636476,77.14588649518913
173,LOWESTOFT (BECCLES ROAD) CEMETERY,826,52.48097523893835,1.737112599573261
174,SUTTON IN ASHFIELD CEMETERY,826,53.12449300815491,-1.271289726081548
175,TOW LAW CEMETERY,826,54.74952908021303,-1.821703831261743
176,HOLYHEAD (ST SEIRIOL) CHURCHYARD,826,53.31169743059952,-4.637436663920155
177,CASERTA WAR CEMETERY,380,41.08866622323734,14.34401797577452
178,OLDHAM (HOLLINWOOD) CEMETERY,826,53.5162129287703,-2.132024859439412
179,MOASCAR WAR CEMETERY,818,30.60290784100589,32.22160644272493
180,MALBORK COMMONWEALTH WAR CEMETERY,616,54.03292050243701,19.02562761538008
181,BOULOGNE EASTERN CEMETERY,250,50.7244589160679,1.634262622867396
182,FULHAM PALACE ROAD CEMETERY,826,51.48050040550768,-0.2166677741154786
183,WEST HAM CEMETERY,826,51.55278746670956,0.01421612836733743
184,PRAGUE WAR CEMETERY,203,50.08229030260037,14.47255416452265
185,ST MANVIEU WAR CEMETERY CHEUX,250,49.17821975063094,-0.5129897867138737
186,BIRMINGHAM (YARDLEY) CEMETERY,826,52.45913,-1.81784
187,NEWCASTLE UPON TYNE (BYKER AND HEATON) CEMETERY,826,54.99502406014527,-1.576523055664353
188,"TOWNSEND CEMETERY, CREWKERNE",826,50.88709877533062,-2.783736181230493
189,MEDJEZ EL BAB WAR CEMETERY,788,36.62635492646209,9.570707508849978
190,LA COUARDE-SUR-MER COMMUNAL CEMETERY,250,46.19203938304626,-1.431881988279784
191,NEDERWEERT WAR CEMETERY,528,51.28499877030585,5.753795792530539
192,MATTISHALL BURIAL GROUND,826,52.65933544255898,1.036060702848189
193,CHARD CEMETERY,826,50.87587974764481,-2.968054509699243
194,KIRKEE WAR CEMETERY,356,18.55187733493481,73.85677285389869
195,WILLESDEN NEW CEMETERY,826,51.54563100695016,-0.2401453189532248
196,TEHRAN WAR CEMETERY,364,35.7765307928034,51.43868015432976
198,LA REUNION WAR CEMETERY,12,36.70623256152864,4.972873402869653
199,HELSTON CEMETERY,826,50.09568,-5.26898
200,BECKLINGEN WAR CEMETERY,276,52.89028,9.91667
201,JOHANNESBURGH (WEST PARK) CEMETERY,710,-26.15926,27.9943
202,STRAND MILITARY CEMETERY COMINES-WARNETON,56,50.74279328014781,2.889880271246298
203,ARGENTA GAP WAR CEMETERY,380,44.63447,11.83218
204,KEREN WAR CEMETERY,232,15.77350047823237,38.45369959918479
205,MERTHYR TYDFIL (PANT) CEMETERY,826,51.77395204671149,-3.36414477907104
206,HARTLEPOOL (STRANTON) CEMETERY,826,54.66599481770466,-1.2242141827586
207,TWICKENHAM CEMETERY,826,51.44881539503514,-0.3747446300816371
208,IMTARFA MILITARY CEMETERY,470,35.8906,14.40049447845632
209,COTTINGHAM CEMETERY,826,53.78361527320495,-0.4309216777597555
210,BEIRUT WAR CEMETERY,422,33.86977,35.50531
211,NEWTON-LE-WILLOWS CEMETERY,826,53.44676257937559,-2.620735387213884
212,DUNFERMLINE CEMETERY,826,56.07663958825033,-3.444075148817832
213,CROMER NO2 BURIAL GROUND,826,52.92059396529916,1.272120381613597
214,TREDEGAR (CEFN GOLAU) CEMETERY,826,51.76317285562187,-3.251297401777815
215,MOOK WAR CEMETERY,528,51.75413866722509,5.885316284477597
216,KOHIMA WAR CEMETERY,356,25.6605939937467,94.10045218653441
217,BEUVRY COMMUNAL CEMETERY,250,50.52335,2.67841
218,PRESTON (NEW HALL LANE) CEMETERY,826,53.76773726952262,-2.66148468228738
219,CWMAVON CHURCH CEMETERY,826,51.60903,-3.77132
220,HATFIELD PARK WAR CEMETERY,826,51.75778977354794,-0.2181962230965606
221,PENARTH CEMETERY,826,51.42397608224277,-3.182023674543685
222,MONT HUON MILITARY CEMETERY LE TREPORT,250,50.04735517076513,1.364769241299896
223,"NORWICH CEMETERY, NORFOLK",826,52.63101997175399,1.261913477421013
224,VENDEVILLE COMMUNAL CEMETERY,250,50.5754263229616,3.078773226735621
225,DELY IBRAHIM WAR CEMETERY,12,36.75100282791908,2.987659370116476
226,OVERLOON WAR CEMETERY,528,51.57216903886228,5.948754303528531
227,EDINBURGH (COMELY BANK) CEMETERY,826,55.95921743158447,-3.229084331786435
228,KNOWLE (SS JOHN THE BAPTIST LAWRENCE AND ANN),826,52.38857272853566,-1.73325634887453
229,LANGLEY MARISH (ST MARY) CHURCHYARD,826,51.50528023738909,-0.5531647369718655
230,HARSTAD CEMETERY,578,68.80523100000002,16.51477600000007
231,INGHAM (ST BARTHOLOMEW) CHURCHYARD,826,52.3016077873672,0.719501093069892
232,SOUTH EALING CEMETERY,826,51.49706310694334,-0.3005939574019589
233,HILLINGDON AND UXBRIDGE CEMETERY,826,51.53334415038646,-0.4636826304765607
234,CHUNGKAI WAR CEMETERY,764,14.02295266653372,99.52221722929065
235,HAMBURG CEMETERY,276,53.61975,10.03544
236,EL ALIA CEMETERY,12,36.71995539068428,3.164522758694617
238,ROME WAR CEMETERY,380,41.87504,12.47725
239,ANCONA WAR CEMETERY,380,43.58699,13.52365
240,ASSISI  WAR CEMETERY,380,43.04639,12.60922
241,MONTECCHIO WAR CEMETERY,380,43.86089391362405,12.7689720960215
242,CATHCART CEMETERY,826,55.80821666315429,-4.267450051441884
243,CROSSBOST CEMETERY,826,58.13226431902726,-6.44242134587099
244,GLASSARY (ACHNABREAC) BURIAL GROUND,826,56.03880371597012,-5.44024220134375
245,DALBEATTIE CEMETERY,826,54.93675467367445,-3.820959378417925
246,ACTON CEMETERY,826,51.52331,-0.26408
247,SETMURTY (ST BARNABAS) CHURCHYARD,826,54.67599290950809,-3.249349641937275
248,LEWISHAM (HITHER GREEN) CEMETERY,826,51.4366238671215,0.01041654186911956
249,CHEADLE AND GATLEY CEMETERY,826,53.39096927946507,-2.204996891684729
250,INCE IN MAKERFIELD CEMETERY,826,53.53200197205692,-2.617583737526514
251,CHOPPINTON (ST PAUL) CHURCHYARD,826,55.15003446645957,-1.600563998309752
252,SHIREBROOK CEMETERY,826,53.19727504063229,-1.234478495051064
253,MILAN WAR CEMETERY,380,45.48510005287668,9.104387772071789
254,LONGFLEET (ST MARY) CHURCHYARD,826,50.72251007933912,-1.971404041231978
255,TOBRUK WAR CEMETERY,434,32.02496198724535,23.96670842498563
257,PORTSMOUTH (MILTON) CEMETERY,826,50.79920460402554,-1.058854471608058
258,BANNEVILLE-LA-CAMPAGNE WAR CEMETERY,250,49.1755,-0.22914
259,KNIGHTSBRIDGE WAR CEMETERY ACROMA,434,32.09573515066187,23.72015094328882
260,MIERLO WAR CEMETERY,528,51.43531,5.59189
261,WISBECH (MOUNT PLEASANT ROAD) CEMETERY,826,52.67378367786293,0.164452775992558
262,CHISWICK OLD CEMETERY,826,51.4846814196884,-0.2525769124994213
263,BAGHDAD (NORTH GATE) WAR CEMETERY,368,33.35396,44.38571
264,FORRES (CLUNY HILL) CEMETERY,826,57.60950811875571,-3.605215396246877
265,HOTTOT-LES-BAGUES WAR CEMETERY,250,49.16210428981394,-0.6187465259131386
266,WINCHESTER MAGDALANE HILL CEMETERY,826,51.06049248367782,-1.270191849093009
267,CELLE WAR CEMETERY,276,52.63825849932336,10.08267624492029
268,BRADDOCK (BLESSED VIRGIN  MARY) CHURCH EXTENSION,826,50.42952313396354,-4.58736621451196
269,DARTFORD (WATLING STREET) CEMETERY,826,51.4392264838984,0.2409504433996688
270,PLYMOUTH (EFFORD) CEMETERY,826,50.39130709090061,-4.109029201011173
271,ABERDEEN (ALLENVALE) CEMETERY,826,57.13062,-2.11078
272,LEOPOLDSBURG WAR CEMETERY,56,51.11699699486729,5.266355958157035
273,KEIGHLEY (MORTON) CEMETERY,826,53.8729541064604,-1.868943849775714
274,BRANVILLE CHURCHYARD,250,49.27307686760329,0.02533649766882385
275,"CITY OF LONDON CREMATORIUM AND CEMETERY, MANOR PARK",826,51.55996855299056,0.04719535343254502
276,KENNINGTON (ST MARY) NEW CHURCHYARD,826,51.17005612315035,0.8914433379197657
277,SOUTHAMPTON HOLYBROOK CEMETERY,826,50.93401,-1.43139
278,ST LOUIS (JEFFERSON BARRACKS) NATIONAL CEMETERY,840,38.50003346377444,-90.27950825602859
279,UDEN WAR CEMETERY,528,51.66382686505102,5.612049808121554
280,STIRLING (MAR PLACE) CEMETERY,826,56.12182,-3.94428
281,TURNHOUT COMMUNAL CEMETERY,56,51.3178592206597,4.958506666854277
282,HEBBURN CEMETERY,826,54.96841,-1.52117
283,HASLEMERE (SHOTTERMILL) CEMETERY,826,51.08706974954784,-0.7514596307391914
284,DEAN'S GRANGE CEMETERY DUBLIN,372,53.28094840992259,-6.168293019010164
285,KILBEAN (ST. CONLETH'S) CEMETERY,372,53.1833301847045,-6.793648184896014
286,CHAMBIERES FRENCH NATIONAL CEMETERY METZ,250,49.13357233187651,6.195104458114443
287,COWFOLD (ST PETER) CHURCHYARD EXTENSION,826,50.99016180681127,-0.2735834844322369
288,WOBURN SANDS (ST MICHAEL) CHURCHYARD,826,52.00893483504493,-0.64857317666889
289,WANDSWORTH (STREATHAM) CEMETERY,826,51.44613791629072,-0.1810038963972573
290,BROUAY WAR CEMETERY,250,49.21439081628697,-0.5627168255964676
291,HIGH WYCOMBE CEMETERY,826,51.63520982077787,-0.7461804112173952
292,ECOUIS COMMUNAL CEMETERY,250,49.31079601847635,1.432613961634274
294,NEWCASTLE UPON TYNE (WEST ROAD) CEMETERY,826,54.98252332593951,-1.677422547443712
295,TOLLCROSS (CENTRAL) CHURCHYARD,826,55.84287067881713,-4.173537674534543
296,BEDWAS (ST BARRG) CHURCHYARD,826,51.59536,-3.19846
297,WHITCHURCH (PANTMAWR) CEMETERY,826,51.52676542093067,-3.233925983932693
298,BISCOT (HOLY TRINITY) CHURCHYARD,826,51.89287037396404,-0.4278419117255227
299,WEST MERSA (BARFIELD ROAD) BURIAL GROUND,826,51.77789632733644,0.9144471175919336
300,LILLE SOUTHERN CEMETERY,250,50.60982879362124,3.05106321479778
301,FAYID WAR CEMETERY,818,30.30636,32.32818
302,PHALERON WAR CEMETERY,300,37.91768702751111,23.70557216586711
303,ST VALERY-EN-CAUX FRANCO BRITISH CEMETERY,250,49.85943250019449,0.72133248913876
304,AYLESFORD CEMETERY,826,51.30012,0.47524
305,WAKEFIELD CEMETERY,826,53.66792259959679,-1.482678821870707
306,BRUSSELS TOWN CEMETERY,56,50.86437,4.41732
307,HAYWARDS HEATH (WESTERN ROAD) CEMETERY,826,51.00451603076493,-0.1426238559641391
308,BETHUNE TOWN CEMETERY,250,50.53674,2.64277
309,HANOVER WAR CEMETERY,276,52.377716,9.65229
310,BACUP (FAIRWELL) CEMETERY,826,53.69074,-2.21536
311,CARLISLE (UPPERBY) CEMETERY,826,54.87548694615581,-2.918924944494008
312,TYWYN CEMETERY,826,52.59164560038355,-4.075146178659344
313,KENSINGTON (GUNNERSBURY) CEMETERY,826,51.49443185331749,-0.2851767784251869
314,CHRIST TEMPLE BURIAL GROUND BALESHARE,826,57.53710061825835,-7.375003082098331
316,NORTHALLERTON CEMETERY,826,54.34021758509984,-1.439368511858192
317,KLAGENFURT WAR CEMETERY,40,46.61865750278661,14.27442223858654
318,KENSALL GREEN (ST MARY'S) ROMAN CATHOLIC CEMETERY,826,51.52801793277703,-0.2288620384988604
319,OOSTENDE NEW COMMUNAL CEMETERY,56,51.20910018109115,2.914838862145473
320,BRISTOL (ARNOS VALE) CEMETERY,826,51.44121040217912,-2.564049433605348
321,EPSOM CEMETERY,826,51.31885261354271,-0.2580578803954978
322,GREAT BUDWORTH (ST MARY AND ALL SAINTS) CHURCHYARD,826,53.29362752646092,-2.504292092899505
323,SCOULTON (HOLY TRINITY) CHURCHYARD,826,52.56916857842807,0.9297011356000553
324,HASLINGFIELD (ALL SAINTS) CHURCHYARD,826,52.14954530042231,0.05067555891495656
325,PORT GLASGOW CEMETERY,826,55.93046996410905,-4.659417889183899
326,ST MARIE CEMETERY LE HAVRE,250,49.50426,0.12607
327,STOCKPORT BOROUGH CEMETERY,826,53.39816085575403,-2.147159631816024
329,GROESBEEK MEMORIAL,528,51.79819205350913,5.931485392238685
330,MORTLAKE CEMETERY,826,51.47276685598658,-0.2753997535885144
331,WALSALL (RYECROFT) CEMETERY,826,52.6018585920865,-1.973394814781443
332,LYMINGTON CEMETERY,826,50.75764159860957,-1.558520856860909
333,LONGUENESSE (ST OMER) SOUVENIR CEMETERY,250,50.739724204507,2.244957990562355
334,PENDELBURY (ST JOHN) CHURCHYARD,826,53.50344779151511,-2.308938477254785
335,PINXTON (ST HELEN) CHURCHYARD,826,53.090686261702,-1.324170614115388
336,PORT TALBOT (HOLY CROSS) CHURCHYARD,826,51.59096997619949,-3.769093167902113
337,BRAMLEY BURIAL GROUND,826,53.41695910692359,-1.26104113734101
338,UDINE WAR CEMETERY,380,46.11636,13.22536
339,BACTON CEMETERY,826,52.2639,1.00731
340,FARNBOROUGH (VICTORIA ROAD) CEMETERY,826,51.29450161035165,-0.758981073827215
341,BARROW UPON SOAR CEMETERY,826,52.7589,-1.15581
342,HALSTEAD CEMETERY,826,51.94539003831801,0.6471350645284133
343,TILLY-SUR-SEULLES WAR CEMETERY,250,49.17336314855785,-0.6378560050350517
344,VLIJMEN ROMAN CATHOLIC CHURCHYARD,528,51.69559287420469,5.218893093253712
345,NORTH CHAPEL (ST MICHAEL) CHURCHYARD WITHYHAM,826,51.1000982352159,0.1322308661158273
346,PETERCULTER NEW BURIAL GROUND,826,57.08591680160951,-2.238116435173765
347,BANGOR CEMETERY,826,54.6506,-5.67565
348,MARQUISE COMMUNAL CEMETERY,250,50.80900190826151,1.711143976230659
349,MANOR PARK CEMETERY,826,51.555209,0.03568000000001903
350,NORTH MYMMS (ST MARY) CHURCHYARD EXTENSION,826,51.72503350530598,-0.2323800304792343
351,MAGUIRESBRIDGE CHURCH OF IRELAND CHURCHYARD,826,54.29549600471016,-7.463575871781804
352,BATH (HAYCOMBE) CEMETERY,826,51.37033,-2.40131
353,SWADLINCOTE DISTRICT (CHURCH GRESLEY) CEMETERY,826,52.76649,-1.56214
354,LANGHAM (ST PETER AND ST PAUL) CHURCHYARD,826,52.69184344727123,-0.7529405328295553
355,CAMBUSLANG (WESTBURN) CEMETERY,826,55.81866482227195,-4.149500296174491
356,PRESTWICH (ST MARY) CHURCHYARD,826,53.52938073182474,-2.286720193062763
357,WORKSOP (RETFORD ROAD) CEMETERY,826,53.30101727260195,-1.100545718084987
358,TORSHAVN CEMETERY,234,62.00080152321959,-6.791171724212191
359,SALFORD WEASTE CEMETERY,826,53.47847453295369,-2.304113707846454
360,BAUNTON (ST MARY MAGDALENE) CHURCHYARD,826,51.74081,-1.96966
361,ROTHIEMAY PARISH CHURCHYARD,826,57.52312076194228,-2.757382657892309
362,KINGSTON ON THAMES CEMETERY,826,51.40514498353879,-0.2896896054855631
363,VERWOOD (ST MICHAEL) CHURCHYARD,826,50.87843658874111,-1.879977058433028
364,WITHAM CEMETERY,826,51.81153414976089,0.6422045066082518
365,SALE CEMETERY,826,53.4169228478177,-2.328918530837273
366,POSTLING (SS MARY AND RAIDGUND) CHURCHYARD,826,51.11081237697184,1.064034442820585
